Descripcion;Colección;Prefijo_Coleccion;Codigo_Producto;SKU;Foto_Comodin_Coleccion;Foto_Real_Codigo_Producto;Precio_EUR;Precio_COP;Multiplicador
;GAROFANO ROSA;GP;077;GP077;Garofano_Rosa.png;077.jpg;EUR 55,54;COP 699.854;
;GAROFANO LAVI;GL;077;GL077;Garofano_Lavi.png;077.jpg;EUR 55,54;COP 699.854;
;ROSSO E ORO;GRG;077;GRG077;Rosso_E_Oro.png;077.jpg;EUR 61,10;COP 769.840;
;AVORIO E ORO;GIG;077;GIG077;Avorio_E_Oro.png;077.jpg;EUR 61,10;COP 769.840;
Soap dish;GIALLO FIORE;GF;078;GF078;Giallo_Fiore.png;078.jpg;EUR 27,41;COP 345.341;
;BIANCO FIORE;BF;078;BF078;Bianco_Fiore.png;078.jpg;EUR 27,41;COP 345.341;
;MAZZETTO;MZ;078;MZ078;Mazzetto.png;078.jpg;EUR 31,02;COP 390.802;
;GAROFANO BLU;GB;078;GB078;Garofano_Blu.png;078.jpg;EUR 36,06;COP 454.406;
;GAROFANO IMOLA;GI;078;GI078;Garofano_Imola.png;078.jpg;EUR 44,72;COP 563.472;
;GAROFANO TIFFANY;GT;078;GT078;Garofano_Tiffany.png;078.jpg;EUR 44,72;COP 563.472;
;GAROFANO ROSA;GP;078;GP078;Garofano_Rosa.png;078.jpg;EUR 44,72;COP 563.472;
;GAROFANO LAVI;GL;078;GL078;Garofano_Lavi.png;078.jpg;EUR 44,72;COP 563.472;
;ROSSO E ORO;GRG;078;GRG078;Rosso_E_Oro.png;078.jpg;EUR 49,19;COP 619.819;
;AVORIO E ORO;GIG;078;GIG078;Avorio_E_Oro.png;078.jpg;EUR 49,19;COP 619.819;
Bread stick holder;GIALLO FIORE;GF;079;GF079;Giallo_Fiore.png;079.jpg;EUR 21,64;COP 272.664;
;BIANCO FIORE;BF;079;BF079;Bianco_Fiore.png;079.jpg;EUR 21,64;COP 272.664;
;MAZZETTO;MZ;079;MZ079;Mazzetto.png;079.jpg;EUR 23,08;COP 290.808;
;GAROFANO BLU;GB;079;GB079;Garofano_Blu.png;079.jpg;EUR 28,13;COP 354.413;
;GAROFANO IMOLA;GI;079;GI079;Garofano_Imola.png;079.jpg;EUR 36,78;COP 463.478;
;GAROFANO TIFFANY;GT;079;GT079;Garofano_Tiffany.png;079.jpg;EUR 36,78;COP 463.478;
;GAROFANO ROSA;GP;079;GP079;Garofano_Rosa.png;079.jpg;EUR 36,78;COP 463.478;
;GAROFANO LAVI;GL;079;GL079;Garofano_Lavi.png;079.jpg;EUR 36,78;COP 463.478;
;ROSSO E ORO;GRG;079;GRG079;Rosso_E_Oro.png;079.jpg;EUR 40,46;COP 509.826;
;AVORIO E ORO;GIG;079;GIG079;Avorio_E_Oro.png;079.jpg;EUR 40,46;COP 509.826;
Spoon holder;GIALLO FIORE;GF;108;GF108;Giallo_Fiore.png;108.jpg;EUR 21,64;COP 272.664;
;BIANCO FIORE;BF;108;BF108;Bianco_Fiore.png;108.jpg;EUR 21,64;COP 272.664;
;MAZZETTO;MZ;108;MZ108;Mazzetto.png;108.jpg;EUR 23,80;COP 299.880;
;GAROFANO BLU;GB;108;GB108;Garofano_Blu.png;108.jpg;EUR 23,80;COP 299.880;
;GAROFANO IMOLA;GI;108;GI108;Garofano_Imola.png;108.jpg;EUR 27,41;COP 345.341;
;GAROFANO TIFFANY;GT;108;GT108;Garofano_Tiffany.png;108.jpg;EUR 27,41;COP 345.341;
;GAROFANO ROSA;GP;108;GP108;Garofano_Rosa.png;108.jpg;EUR 27,41;COP 345.341;
;GAROFANO LAVI;GL;108;GL108;Garofano_Lavi.png;108.jpg;EUR 27,41;COP 345.341;
;ROSSO E ORO;GRG;108;GRG108;Rosso_E_Oro.png;108.jpg;EUR 30,15;COP 379.875;
;AVORIO E ORO;GIG;108;GIG108;Avorio_E_Oro.png;108.jpg;EUR 30,15;COP 379.875;
Tooth pick holder;GIALLO FIORE;GF;080;GF080;Giallo_Fiore.png;080.jpg;EUR 15,87;COP 199.987;
;BIANCO FIORE;BF;080;BF080;Bianco_Fiore.png;080.jpg;EUR 15,87;COP 199.987;
;MAZZETTO;MZ;080;MZ080;Mazzetto.png;080.jpg;EUR 17,31;COP 218.131;
;GAROFANO BLU;GB;080;GB080;Garofano_Blu.png;080.jpg;EUR 20,20;COP 254.520;
;GAROFANO IMOLA;GI;080;GI080;Garofano_Imola.png;080.jpg;EUR 22,36;COP 281.736;
;GAROFANO TIFFANY;GT;080;GT080;Garofano_Tiffany.png;080.jpg;EUR 22,36;COP 281.736;
;GAROFANO ROSA;GP;080;GP080;Garofano_Rosa.png;080.jpg;EUR 22,36;COP 281.736;
;GAROFANO LAVI;GL;080;GL080;Garofano_Lavi.png;080.jpg;EUR 22,36;COP 281.736;
;ROSSO E ORO;GRG;080;GRG080;Rosso_E_Oro.png;080.jpg;EUR 24,60;COP 309.910;
;AVORIO E ORO;GIG;080;GIG080;Avorio_E_Oro.png;080.jpg;EUR 24,60;COP 309.910;
Egg cup;GIALLO FIORE;GF;081;GF081;Giallo_Fiore.png;081.jpg;EUR 24,53;COP 309.053;
;BIANCO FIORE;BF;081;BF081;Bianco_Fiore.png;081.jpg;EUR 24,53;COP 309.053;
;MAZZETTO;MZ;081;MZ081;Mazzetto.png;081.jpg;EUR 26,69;COP 336.269;
;GAROFANO BLU;GB;081;GB081;Garofano_Blu.png;081.jpg;EUR 33,90;COP 427.190;
;GAROFANO IMOLA;GI;081;GI081;Garofano_Imola.png;081.jpg;EUR 42,56;COP 536.256;
;GAROFANO TIFFANY;GT;081;GT081;Garofano_Tiffany.png;081.jpg;EUR 42,56;COP 536.256;
;GAROFANO ROSA;GP;081;GP081;Garofano_Rosa.png;081.jpg;EUR 42,56;COP 536.256;
;GAROFANO LAVI;GL;081;GL081;Garofano_Lavi.png;081.jpg;EUR 42,56;COP 536.256;
;ROSSO E ORO;GRG;081;GRG081;Rosso_E_Oro.png;081.jpg;EUR 46,82;COP 589.882;
;AVORIO E ORO;GIG;081;GIG081;Avorio_E_Oro.png;081.jpg;EUR 46,82;COP 589.882;
Salt pot;GIALLO FIORE;GF;082;GF082;Giallo_Fiore.png;082.jpg;EUR 36,06;COP 454.406;
;BIANCO FIORE;BF;082;BF082;Bianco_Fiore.png;082.jpg;EUR 36,06;COP 454.406;
;MAZZETTO;MZ;082;MZ082;Mazzetto.png;082.jpg;EUR 47,61;COP 599.861;
;GAROFANO BLU;GB;082;GB082;Garofano_Blu.png;082.jpg;EUR 47,61;COP 599.861;
;GAROFANO IMOLA;GI;082;GI082;Garofano_Imola.png;082.jpg;EUR 59,14;COP 745.214;
;GAROFANO TIFFANY;GT;082;GT082;Garofano_Tiffany.png;082.jpg;EUR 59,14;COP 745.214;
;GAROFANO ROSA;GP;082;GP082;Garofano_Rosa.png;082.jpg;EUR 59,14;COP 745.214;
;GAROFANO LAVI;GL;082;GL082;Garofano_Lavi.png;082.jpg;EUR 59,14;COP 745.214;
;ROSSO E ORO;GRG;082;GRG082;Rosso_E_Oro.png;082.jpg;EUR 65,06;COP 819.736;
;AVORIO E ORO;GIG;082;GIG082;Avorio_E_Oro.png;082.jpg;EUR 65,06;COP 819.736;
Sauce boat;GIALLO FIORE;GF;083;GF083;Giallo_Fiore.png;083.jpg;EUR 38,95;COP 490.795;
;BIANCO FIORE;BF;083;BF083;Bianco_Fiore.png;083.jpg;EUR 38,95;COP 490.795;
;MAZZETTO;MZ;083;MZ083;Mazzetto.png;083.jpg;EUR 45,44;COP 572.544;
;GAROFANO BLU;GB;083;GB083;Garofano_Blu.png;083.jpg;EUR 48,33;COP 608.933;
;GAROFANO IMOLA;GI;083;GI083;Garofano_Imola.png;083.jpg;EUR 52,66;COP 663.466;
;GAROFANO TIFFANY;GT;083;GT083;Garofano_Tiffany.png;083.jpg;EUR 52,66;COP 663.466;
;GAROFANO ROSA;GP;083;GP083;Garofano_Rosa.png;083.jpg;EUR 52,66;COP 663.466;
;GAROFANO LAVI;GL;083;GL083;Garofano_Lavi.png;083.jpg;EUR 52,66;COP 663.466;
;ROSSO E ORO;GRG;083;GRG083;Rosso_E_Oro.png;083.jpg;EUR 57,92;COP 729.812;
;AVORIO E ORO;GIG;083;GIG083;Avorio_E_Oro.png;083.jpg;EUR 57,92;COP 729.812;
Lemon squeezer;GIALLO FIORE;GF;111;GF111;Giallo_Fiore.png;111.jpg;EUR 19,47;COP 245.347;
;BIANCO FIORE;BF;111;BF111;Bianco_Fiore.png;111.jpg;EUR 19,47;COP 245.347;
;MAZZETTO;MZ;111;MZ111;Mazzetto.png;111.jpg;EUR 19,47;COP 245.347;
;GAROFANO BLU;GB;111;GB111;Garofano_Blu.png;111.jpg;EUR 19,47;COP 245.347;
;GAROFANO IMOLA;GI;111;GI111;Garofano_Imola.png;111.jpg;EUR 19,47;COP 245.347;
;GAROFANO TIFFANY;GT;111;GT111;Garofano_Tiffany.png;111.jpg;EUR 19,47;COP 245.347;
;GAROFANO ROSA;GP;111;GP111;Garofano_Rosa.png;111.jpg;EUR 19,47;COP 245.347;
;GAROFANO LAVI;GL;111;GL111;Garofano_Lavi.png;111.jpg;EUR 19,47;COP 245.347;
;ROSSO E ORO;GRG;111;GRG111;Rosso_E_Oro.png;111.jpg;EUR 21,42;COP 269.882;
;AVORIO E ORO;GIG;111;GIG111;Avorio_E_Oro.png;111.jpg;EUR 21,42;COP 269.882;
Small coffee cup;GIALLO FIORE;GF;084;GF084;Giallo_Fiore.png;084.jpg;EUR 20,92;COP 263.592;
;BIANCO FIORE;BF;084;BF084;Bianco_Fiore.png;084.jpg;EUR 20,92;COP 263.592;
;MAZZETTO;MZ;084;MZ084;Mazzetto.png;084.jpg;EUR 24,53;COP 309.053;
;GAROFANO BLU;GB;084;GB084;Garofano_Blu.png;084.jpg;EUR 28,13;COP 354.413;
;GAROFANO IMOLA;GI;084;GI084;Garofano_Imola.png;084.jpg;EUR 29,58;COP 372.658;
;GAROFANO TIFFANY;GT;084;GT084;Garofano_Tiffany.png;084.jpg;EUR 29,58;COP 372.658;
;GAROFANO ROSA;GP;084;GP084;Garofano_Rosa.png;084.jpg;EUR 29,58;COP 372.658;
;GAROFANO LAVI;GL;084;GL084;Garofano_Lavi.png;084.jpg;EUR 29,58;COP 372.658;
;ROSSO E ORO;GRG;084;GRG084;Rosso_E_Oro.png;084.jpg;EUR 32,53;COP 409.923;
;AVORIO E ORO;GIG;084;GIG084;Avorio_E_Oro.png;084.jpg;EUR 32,53;COP 409.923;
Tea cup;GIALLO FIORE;GF;085;GF085;Giallo_Fiore.png;085.jpg;EUR 26,69;COP 336.269;
;BIANCO FIORE;BF;085;BF085;Bianco_Fiore.png;085.jpg;EUR 26,69;COP 336.269;
;MAZZETTO;MZ;085;MZ085;Mazzetto.png;085.jpg;EUR 29,58;COP 372.658;
;GAROFANO BLU;GB;085;GB085;Garofano_Blu.png;085.jpg;EUR 33,18;COP 418.118;
;GAROFANO IMOLA;GI;085;GI085;Garofano_Imola.png;085.jpg;EUR 36,78;COP 463.478;
;GAROFANO TIFFANY;GT;085;GT085;Garofano_Tiffany.png;085.jpg;EUR 36,78;COP 463.478;
;GAROFANO ROSA;GP;085;GP085;Garofano_Rosa.png;085.jpg;EUR 36,78;COP 463.478;
;GAROFANO LAVI;GL;085;GL085;Garofano_Lavi.png;085.jpg;EUR 36,78;COP 463.478;
;ROSSO E ORO;GRG;085;GRG085;Rosso_E_Oro.png;085.jpg;EUR 40,46;COP 509.826;
;AVORIO E ORO;GIG;085;GIG085;Avorio_E_Oro.png;085.jpg;EUR 40,46;COP 509.826;
Large coffee cup;GIALLO FIORE;GF;086;GF086;Giallo_Fiore.png;086.jpg;EUR 28,13;COP 354.413;
;BIANCO FIORE;BF;086;BF086;Bianco_Fiore.png;086.jpg;EUR 28,13;COP 354.413;
;MAZZETTO;MZ;086;MZ086;Mazzetto.png;086.jpg;EUR 33,18;COP 418.118;
;GAROFANO BLU;GB;086;GB086;Garofano_Blu.png;086.jpg;EUR 35,34;COP 445.334;
;GAROFANO IMOLA;GI;086;GI086;Garofano_Imola.png;086.jpg;EUR 44,00;COP 554.400;
;GAROFANO TIFFANY;GT;086;GT086;Garofano_Tiffany.png;086.jpg;EUR 44,00;COP 554.400;
;GAROFANO ROSA;GP;086;GP086;Garofano_Rosa.png;086.jpg;EUR 44,00;COP 554.400;
;GAROFANO LAVI;GL;086;GL086;Garofano_Lavi.png;086.jpg;EUR 44,00;COP 554.400;
;ROSSO E ORO;GRG;086;GRG086;Rosso_E_Oro.png;086.jpg;EUR 48,40;COP 609.840;
;AVORIO E ORO;GIG;086;GIG086;Avorio_E_Oro.png;086.jpg;EUR 48,40;COP 609.840;
Large smooth cup with handle;GIALLO FIORE;GF;087;GF087;Giallo_Fiore.png;087.jpg;EUR 27,41;COP 345.341;
;BIANCO FIORE;BF;087;BF087;Bianco_Fiore.png;087.jpg;EUR 27,41;COP 345.341;
;MAZZETTO;MZ;087;MZ087;Mazzetto.png;087.jpg;EUR 31,02;COP 390.802;
;GAROFANO BLU;GB;087;GB087;Garofano_Blu.png;087.jpg;EUR 33,90;COP 427.190;
;GAROFANO IMOLA;GI;087;GI087;Garofano_Imola.png;087.jpg;EUR 42,56;COP 536.256;
;GAROFANO TIFFANY;GT;087;GT087;Garofano_Tiffany.png;087.jpg;EUR 42,56;COP 536.256;
;GAROFANO ROSA;GP;087;GP087;Garofano_Rosa.png;087.jpg;EUR 42,56;COP 536.256;
;GAROFANO LAVI;GL;087;GL087;Garofano_Lavi.png;087.jpg;EUR 42,56;COP 536.256;
;ROSSO E ORO;GRG;087;GRG087;Rosso_E_Oro.png;087.jpg;EUR 46,82;COP 589.882;
;AVORIO E ORO;GIG;087;GIG087;Avorio_E_Oro.png;087.jpg;EUR 46,82;COP 589.882;
Large regular cup without handle;GIALLO FIORE;GF;088;GF088;Giallo_Fiore.png;088.jpg;EUR 26,69;COP 336.269;
;BIANCO FIORE;BF;088;BF088;Bianco_Fiore.png;088.jpg;EUR 26,69;COP 336.269;
;MAZZETTO;MZ;088;MZ088;Mazzetto.png;088.jpg;EUR 30,30;COP 381.730;
;GAROFANO BLU;GB;088;GB088;Garofano_Blu.png;088.jpg;EUR 33,18;COP 418.118;
;GAROFANO IMOLA;GI;088;GI088;Garofano_Imola.png;088.jpg;EUR 41,84;COP 527.184;
;GAROFANO TIFFANY;GT;088;GT088;Garofano_Tiffany.png;088.jpg;EUR 41,84;COP 527.184;
;GAROFANO ROSA;GP;088;GP088;Garofano_Rosa.png;088.jpg;EUR 41,84;COP 527.184;
;GAROFANO LAVI;GL;088;GL088;Garofano_Lavi.png;088.jpg;EUR 41,84;COP 527.184;
;ROSSO E ORO;GRG;088;GRG088;Rosso_E_Oro.png;088.jpg;EUR 46,02;COP 579.902;
;AVORIO E ORO;GIG;088;GIG088;Avorio_E_Oro.png;088.jpg;EUR 46,02;COP 579.902;
English tea cup;GIALLO FIORE;GF;089;GF089;Giallo_Fiore.png;089.jpg;EUR 25,97;COP 327.197;
;BIANCO FIORE;BF;089;BF089;Bianco_Fiore.png;089.jpg;EUR 25,97;COP 327.197;
;MAZZETTO;MZ;089;MZ089;Mazzetto.png;089.jpg;EUR 29,58;COP 372.658;
;GAROFANO BLU;GB;089;GB089;Garofano_Blu.png;089.jpg;EUR 31,02;COP 390.802;
;GAROFANO IMOLA;GI;089;GI089;Garofano_Imola.png;089.jpg;EUR 38,23;COP 481.723;
;GAROFANO TIFFANY;GT;089;GT089;Garofano_Tiffany.png;089.jpg;EUR 38,23;COP 481.723;
;GAROFANO ROSA;GP;089;GP089;Garofano_Rosa.png;089.jpg;EUR 38,23;COP 481.723;
;GAROFANO LAVI;GL;089;GL089;Garofano_Lavi.png;089.jpg;EUR 38,23;COP 481.723;
;ROSSO E ORO;GRG;089;GRG089;Rosso_E_Oro.png;089.jpg;EUR 42,06;COP 529.896;
;AVORIO E ORO;GIG;089;GIG089;Avorio_E_Oro.png;089.jpg;EUR 42,06;COP 529.896;
Small soup bowl;GIALLO FIORE;GF;090;GF090;Giallo_Fiore.png;090.jpg;EUR 49,77;COP 627.077;
;BIANCO FIORE;BF;090;BF090;Bianco_Fiore.png;090.jpg;EUR 49,77;COP 627.077;
;MAZZETTO;MZ;090;MZ090;Mazzetto.png;090.jpg;EUR 54,82;COP 690.682;
;GAROFANO BLU;GB;090;GB090;Garofano_Blu.png;090.jpg;EUR 56,98;COP 717.998;
;GAROFANO IMOLA;GI;090;GI090;Garofano_Imola.png;090.jpg;EUR 70,69;COP 890.669;
;GAROFANO TIFFANY;GT;090;GT090;Garofano_Tiffany.png;090.jpg;EUR 70,69;COP 890.669;
;GAROFANO ROSA;GP;090;GP090;Garofano_Rosa.png;090.jpg;EUR 70,69;COP 890.669;
;GAROFANO LAVI;GL;090;GL090;Garofano_Lavi.png;090.jpg;EUR 70,69;COP 890.669;
;ROSSO E ORO;GRG;090;GRG090;Rosso_E_Oro.png;090.jpg;EUR 77,76;COP 979.736;
;AVORIO E ORO;GIG;090;GIG090;Avorio_E_Oro.png;090.jpg;EUR 77,76;COP 979.736;
Large soup bowl;GIALLO FIORE;GF;091;GF091;Giallo_Fiore.png;091.jpg;EUR 58,42;COP 736.142;
;BIANCO FIORE;BF;091;BF091;Bianco_Fiore.png;091.jpg;EUR 58,42;COP 736.142;
;MAZZETTO;MZ;091;MZ091;Mazzetto.png;091.jpg;EUR 63,47;COP 799.747;
;GAROFANO BLU;GB;091;GB091;Garofano_Blu.png;091.jpg;EUR 67,08;COP 845.208;
;GAROFANO IMOLA;GI;091;GI091;Garofano_Imola.png;091.jpg;EUR 80,78;COP 1.017.878;
;GAROFANO TIFFANY;GT;091;GT091;Garofano_Tiffany.png;091.jpg;EUR 80,78;COP 1.017.878;
;GAROFANO ROSA;GP;091;GP091;Garofano_Rosa.png;091.jpg;EUR 80,78;COP 1.017.878;
;GAROFANO LAVI;GL;091;GL091;Garofano_Lavi.png;091.jpg;EUR 80,78;COP 1.017.878;
;ROSSO E ORO;GRG;091;GRG091;Rosso_E_Oro.png;091.jpg;EUR 88,86;COP 1.119.666;
;AVORIO E ORO;GIG;091;GIG091;Avorio_E_Oro.png;091.jpg;EUR 88,86;COP 1.119.666;
Teapot x 6 - 12 cm;GIALLO FIORE;GF;092;GF092;Giallo_Fiore.png;092.jpg;EUR 58,42;COP 736.142;
;BIANCO FIORE;BF;092;BF092;Bianco_Fiore.png;092.jpg;EUR 58,42;COP 736.142;
;MAZZETTO;MZ;092;MZ092;Mazzetto.png;092.jpg;EUR 60,59;COP 763.459;
;GAROFANO BLU;GB;092;GB092;Garofano_Blu.png;092.jpg;EUR 72,13;COP 908.813;
;GAROFANO IMOLA;GI;092;GI092;Garofano_Imola.png;092.jpg;EUR 85,11;COP 1.072.411;
;GAROFANO TIFFANY;GT;092;GT092;Garofano_Tiffany.png;092.jpg;EUR 85,11;COP 1.072.411;
;GAROFANO ROSA;GP;092;GP092;Garofano_Rosa.png;092.jpg;EUR 85,11;COP 1.072.411;
;GAROFANO LAVI;GL;092;GL092;Garofano_Lavi.png;092.jpg;EUR 85,11;COP 1.072.411;
;ROSSO E ORO;GRG;092;GRG092;Rosso_E_Oro.png;092.jpg;EUR 93,62;COP 1.179.652;
;AVORIO E ORO;GIG;092;GIG092;Avorio_E_Oro.png;092.jpg;EUR 93,62;COP 1.179.652;
Teapot x 12 - 14 cm;GIALLO FIORE;GF;093;GF093;Giallo_Fiore.png;093.jpg;EUR 69,25;COP 872.525;
;BIANCO FIORE;BF;093;BF093;Bianco_Fiore.png;093.jpg;EUR 69,25;COP 872.525;
;MAZZETTO;MZ;093;MZ093;Mazzetto.png;093.jpg;EUR 69,25;COP 872.525;
;GAROFANO BLU;GB;093;GB093;Garofano_Blu.png;093.jpg;EUR 80,06;COP 1.008.806;
;GAROFANO IMOLA;GI;093;GI093;Garofano_Imola.png;093.jpg;EUR 108,92;COP 1.372.392;
;GAROFANO TIFFANY;GT;093;GT093;Garofano_Tiffany.png;093.jpg;EUR 108,92;COP 1.372.392;
;GAROFANO ROSA;GP;093;GP093;Garofano_Rosa.png;093.jpg;EUR 108,92;COP 1.372.392;
;GAROFANO LAVI;GL;093;GL093;Garofano_Lavi.png;093.jpg;EUR 108,92;COP 1.372.392;
;ROSSO E ORO;GRG;093;GRG093;Rosso_E_Oro.png;093.jpg;EUR 119,81;COP 1.509.631;
;AVORIO E ORO;GIG;093;GIG093;Avorio_E_Oro.png;093.jpg;EUR 119,81;COP 1.509.631;
GRGund plate - 28 cm;GIALLO FIORE;GF;094;GF094;Giallo_Fiore.png;094.jpg;EUR 29,58;COP 372.658;
;BIANCO FIORE;BF;094;BF094;Bianco_Fiore.png;094.jpg;EUR 29,58;COP 372.658;
;MAZZETTO;MZ;094;MZ094;Mazzetto.png;094.jpg;EUR 31,74;COP 399.874;
;GAROFANO BLU;GB;094;GB094;Garofano_Blu.png;094.jpg;EUR 41,11;COP 518.011;
;GAROFANO IMOLA;GI;094;GI094;Garofano_Imola.png;094.jpg;EUR 54,82;COP 690.682;
;GAROFANO TIFFANY;GT;094;GT094;Garofano_Tiffany.png;094.jpg;EUR 54,82;COP 690.682;
;GAROFANO ROSA;GP;094;GP094;Garofano_Rosa.png;094.jpg;EUR 54,82;COP 690.682;
;GAROFANO LAVI;GL;094;GL094;Garofano_Lavi.png;094.jpg;EUR 54,82;COP 690.682;
;ROSSO E ORO;GRG;094;GRG094;Rosso_E_Oro.png;094.jpg;EUR 60,30;COP 759.750;
;AVORIO E ORO;GIG;094;GIG094;Avorio_E_Oro.png;094.jpg;EUR 60,30;COP 759.750;
GRGund plate - 32 cm;GIALLO FIORE;GF;095;GF095;Giallo_Fiore.png;095.jpg;EUR 34,62;COP 436.262;
;BIANCO FIORE;BF;095;BF095;Bianco_Fiore.png;095.jpg;EUR 34,62;COP 436.262;
;MAZZETTO;MZ;095;MZ095;Mazzetto.png;095.jpg;EUR 37,51;COP 472.651;
;GAROFANO BLU;GB;095;GB095;Garofano_Blu.png;095.jpg;EUR 50,49;COP 636.149;
;GAROFANO IMOLA;GI;095;GI095;Garofano_Imola.png;095.jpg;EUR 59,14;COP 745.214;
;GAROFANO TIFFANY;GT;095;GT095;Garofano_Tiffany.png;095.jpg;EUR 59,14;COP 745.214;
;GAROFANO ROSA;GP;095;GP095;Garofano_Rosa.png;095.jpg;EUR 59,14;COP 745.214;
;GAROFANO LAVI;GL;095;GL095;Garofano_Lavi.png;095.jpg;EUR 59,14;COP 745.214;
;ROSSO E ORO;GRG;095;GRG095;Rosso_E_Oro.png;095.jpg;EUR 65,06;COP 819.736;
;AVORIO E ORO;GIG;095;GIG095;Avorio_E_Oro.png;095.jpg;EUR 65,06;COP 819.736;
GRGund plate - 40 cm;GIALLO FIORE;GF;096;GF096;Giallo_Fiore.png;096.jpg;EUR 57,70;COP 727.070;
;BIANCO FIORE;BF;096;BF096;Bianco_Fiore.png;096.jpg;EUR 57,70;COP 727.070;
;MAZZETTO;MZ;096;MZ096;Mazzetto.png;096.jpg;EUR 59,87;COP 754.387;
;GAROFANO BLU;GB;096;GB096;Garofano_Blu.png;096.jpg;EUR 71,41;COP 899.741;
;GAROFANO IMOLA;GI;096;GI096;Garofano_Imola.png;096.jpg;EUR 82,95;COP 1.045.195;
;GAROFANO TIFFANY;GT;096;GT096;Garofano_Tiffany.png;096.jpg;EUR 82,95;COP 1.045.195;
;GAROFANO ROSA;GP;096;GP096;Garofano_Rosa.png;096.jpg;EUR 82,95;COP 1.045.195;
;GAROFANO LAVI;GL;096;GL096;Garofano_Lavi.png;096.jpg;EUR 82,95;COP 1.045.195;
;ROSSO E ORO;GRG;096;GRG096;Rosso_E_Oro.png;096.jpg;EUR 91,25;COP 1.149.715;
;AVORIO E ORO;GIG;096;GIG096;Avorio_E_Oro.png;096.jpg;EUR 91,25;COP 1.149.715;
Small tray;GIALLO FIORE;GF;097;GF097;Giallo_Fiore.png;097.jpg;EUR 23,08;COP 290.808;
;BIANCO FIORE;BF;097;BF097;Bianco_Fiore.png;097.jpg;EUR 23,08;COP 290.808;
;MAZZETTO;MZ;097;MZ097;Mazzetto.png;097.jpg;EUR 26,69;COP 336.269;
;GAROFANO BLU;GB;097;GB097;Garofano_Blu.png;097.jpg;EUR 33,90;COP 427.190;
;GAROFANO IMOLA;GI;097;GI097;Garofano_Imola.png;097.jpg;EUR 42,56;COP 536.256;
;GAROFANO TIFFANY;GT;097;GT097;Garofano_Tiffany.png;097.jpg;EUR 42,56;COP 536.256;
;GAROFANO ROSA;GP;097;GP097;Garofano_Rosa.png;097.jpg;EUR 42,56;COP 536.256;
;GAROFANO LAVI;GL;097;GL097;Garofano_Lavi.png;097.jpg;EUR 42,56;COP 536.256;
;ROSSO E ORO;GRG;097;GRG097;Rosso_E_Oro.png;097.jpg;EUR 46,82;COP 589.882;
;AVORIO E ORO;GIG;097;GIG097;Avorio_E_Oro.png;097.jpg;EUR 46,82;COP 589.882;
Large tray;GIALLO FIORE;GF;098;GF098;Giallo_Fiore.png;098.jpg;EUR 33,18;COP 418.118;
;BIANCO FIORE;BF;098;BF098;Bianco_Fiore.png;098.jpg;EUR 33,18;COP 418.118;
;MAZZETTO;MZ;098;MZ098;Mazzetto.png;098.jpg;EUR 37,51;COP 472.651;
;GAROFANO BLU;GB;098;GB098;Garofano_Blu.png;098.jpg;EUR 41,84;COP 527.184;
;GAROFANO IMOLA;GI;098;GI098;Garofano_Imola.png;098.jpg;EUR 53,38;COP 672.538;
;GAROFANO TIFFANY;GT;098;GT098;Garofano_Tiffany.png;098.jpg;EUR 53,38;COP 672.538;
;GAROFANO ROSA;GP;098;GP098;Garofano_Rosa.png;098.jpg;EUR 53,38;COP 672.538;
;GAROFANO LAVI;GL;098;GL098;Garofano_Lavi.png;098.jpg;EUR 53,38;COP 672.538;
;ROSSO E ORO;GRG;098;GRG098;Rosso_E_Oro.png;098.jpg;EUR 58,71;COP 739.791;
;AVORIO E ORO;GIG;098;GIG098;Avorio_E_Oro.png;098.jpg;EUR 58,71;COP 739.791;
Rectangular tray with small
handles;GIALLO FIORE;GF;099;GF099;Giallo_Fiore.png;099.jpg;EUR 16,59;COP 209.059;
;BIANCO FIORE;BF;099;BF099;Bianco_Fiore.png;099.jpg;EUR 16,59;COP 209.059;
;MAZZETTO;MZ;099;MZ099;Mazzetto.png;099.jpg;EUR 20,20;COP 254.520;
;GAROFANO BLU;GB;099;GB099;Garofano_Blu.png;099.jpg;EUR 23,80;COP 299.880;
;GAROFANO IMOLA;GI;099;GI099;Garofano_Imola.png;099.jpg;EUR 33,18;COP 418.118;
;GAROFANO TIFFANY;GT;099;GT099;Garofano_Tiffany.png;099.jpg;EUR 33,18;COP 418.118;
;GAROFANO ROSA;GP;099;GP099;Garofano_Rosa.png;099.jpg;EUR 33,18;COP 418.118;
;GAROFANO LAVI;GL;099;GL099;Garofano_Lavi.png;099.jpg;EUR 33,18;COP 418.118;
;ROSSO E ORO;GRG;099;GRG099;Rosso_E_Oro.png;099.jpg;EUR 36,50;COP 459.930;
;AVORIO E ORO;GIG;099;GIG099;Avorio_E_Oro.png;099.jpg;EUR 36,50;COP 459.930;
Museum tray;GIALLO FIORE;GF;107;GF107;Giallo_Fiore.png;107.jpg;EUR 122,62;COP 1.545.062;
;BIANCO FIORE;BF;107;BF107;Bianco_Fiore.png;107.jpg;EUR 122,62;COP 1.545.062;
;MAZZETTO;MZ;107;MZ107;Mazzetto.png;107.jpg;EUR 136,33;COP 1.717.733;
;GAROFANO BLU;GB;107;GB107;Garofano_Blu.png;107.jpg;EUR 158,69;COP 1.999.469;
